2id0	31	0.820631493	9.320313105
2id0	33	0.818377687	9.569358409
2id0	32	0.906814254	0.202872237
1xvi	38	0.790317687	12.996043592
1xvi	39	0.817336119	10.021656719
1xvi	34	0.816724104	10.089031802
1xvi	35	0.822158284	9.490797585
1xvi	36	0.814695672	10.312336537
1xvi	37	0.783467313	13.750182814
1xvi	30	0.701607239	22.761939081
1xvi	31	0.818139701	9.933192520
1xvi	32	0.813585522	10.434549894
1xvi	33	0.817451343	10.008972030
4iwx	30	0.305470075	64.816651113
4iwx	31	0.662634254	23.679292768
4iwx	34	0.323876343	62.696658925
4iwx	35	0.242221269	72.101504825
4iwx	39	0.322005075	62.912187396
1a69	37	0.918136940	1.513037071
1a69	36	0.849408060	8.885465321
1fui	17	0.651159104	30.380420613
1a69	32	0.915573881	1.787972056
1a69	31	0.861293582	7.610525874
1fui	19	0.905386119	3.199386476
1fui	18	0.841612463	10.017835494
1a69	39	0.911150970	2.262410016
2wiu	16	0.846788881	7.503399434
2wiu	15	0.848798955	7.283834589
2wiu	12	0.902595746	1.407493499
2wiu	11	0.848081269	7.362229061
2wiu	10	0.893799627	2.368312851
2wiu	18	0.831023507	9.225485606
1u60	38	0.889611418	4.090628399
1u60	39	0.838480746	9.603047066
1u60	34	0.882130224	4.897178993
1u60	35	0.859132985	7.376520735
1u60	30	0.879876567	5.140146648
1u60	31	0.854199701	7.908380060
1u60	33	0.905478881	2.379950742
4dzd	48	0.802985075	8.230545572
2hnh	47	0.835024701	1.723131230
2hnh	46	0.801981343	5.612115319
2hnh	49	0.849983209	0.037385881
3hwo	19	0.830646791	10.375661325
3hwo	18	0.931639776	0.521183875
3hwo	17	0.859750000	7.235510922
3hwo	14	0.650778582	29.782910532
3hwo	13	0.851659328	8.108470528
1ksf	6	0.899910970	0.208100496
2id0	35	0.754099478	16.672093212
2id0	34	0.658165224	27.272817373
2id0	38	0.656222164	27.487525250
1oro	46	0.865643582	4.648512807
2id0	50	0.766449179	15.307452597
1p91	24	0.873764552	3.774955241
1xvi	16	0.714695672	21.321068581
1xvi	17	0.819364627	9.798343768
1xvi	14	0.825526045	9.120049780
1xvi	15	0.712705896	21.540117702
1xvi	12	0.716953881	21.072468408
1xvi	13	0.720818955	20.646972699
1xvi	10	0.819518060	9.781452758
1xvi	11	0.808840522	10.956914230
1xvi	18	0.819326194	9.802574735
1xvi	19	0.812399254	10.565143032
4iwx	18	0.299813358	65.468178853
4iwx	12	0.308472537	64.470834285
4iwx	11	0.318436940	63.323156997
4iwx	16	0.311692985	64.099910432
4iwx	15	0.319089776	63.247964851
1zyl	10	0.828565075	10.803972375
1zyl	11	0.794983657	14.419052435
3brq	2	0.771036866	5.022653364
1zyl	17	0.849528433	8.547241630
1zyl	18	0.856498955	7.796856505
1xru	49	0.814978881	12.246790803
1xru	44	0.878872612	5.367005195
1p91	22	0.618671642	31.867565158
1p91	23	0.872151418	3.952604841
1fui	39	0.322120224	65.560069199
1fui	38	0.838654776	10.334060658
1a69	17	0.844870821	9.372167086
1fui	37	0.312145522	66.626528253
1fui	36	0.656927164	29.763720505
1fui	31	0.555555821	40.601978364
1fui	30	0.830969179	11.155776930
1fui	33	0.700898358	25.062479269
1fui	32	0.645776269	30.955933976
1ef9	14	0.805220224	8.965856089
2wiu	30	0.823007537	10.101087549
2wiu	33	0.803489104	12.233128636
2wiu	34	0.789507090	13.760414692
2wiu	36	0.822535299	10.152671226
2wiu	38	0.826349179	9.736072711
2ptq	1	0.930825597	1.996445646
2fym	5	0.930904851	1.501789309
3hwo	39	0.877202388	5.352449728
3hwo	31	0.838214403	9.559138318
3hwo	35	0.873732910	5.726796129
4hr7	1	0.806404179	14.605577676
1ng9	42	0.879777910	1.816732197
1ng9	43	0.900172164	0.459267748
1dxe	36	0.357359776	54.739007398
1ng9	49	0.887157761	0.993140409
4hr7	7	0.806014627	14.646829432
4hr7	6	0.804066866	14.853088212
4hr7	9	0.944105224	0.023682546
4hr7	8	0.940807761	0.372868387
1a69	4	0.901647164	3.281866859
1a69	6	0.912080821	2.162666534
1a69	1	0.824728657	11.532782230
2jo6	8	0.757863731	12.017785505
2jo6	2	0.715677910	16.915238423
2jo6	7	0.765696716	11.108435520
2jo6	6	0.773159328	10.242083038
2hg2	47	0.667103657	27.425298732
2hg2	44	0.824079552	10.347774709
2hg2	45	0.862300597	6.189678918
2hg2	42	0.638707910	30.514493016
1oro	22	0.884006791	2.625787381
2jo6	12	0.718823134	16.550101855
2jo6	11	0.718576642	16.578717764
2jo6	10	0.732823358	14.924782356
2jo6	15	0.751820075	12.719408079
2jo6	14	0.749413955	12.998740239
2jo6	18	0.754286716	12.433049729
4a2c	39	0.871464776	5.018602974
1pmo	16	0.798969030	11.229881311
1pmo	15	0.818760373	9.030947652
2kx9	50	0.798124328	1.433907517
2r5n	46	0.809062239	15.596980722
2r5n	47	0.920318284	3.990523714
2r5n	45	0.926552239	3.340184818
2r5n	42	0.889030821	7.254495494
2r5n	43	0.879873433	8.209812853
2r5n	41	0.909039851	5.167112780
2r5n	48	0.942756343	1.649739662
2r5n	49	0.830430000	13.367852389
1zyl	39	0.719579254	22.536427180
1zyl	36	0.577995000	37.778142519
1zyl	37	0.721029925	22.380260632
1fui	13	0.641692090	31.392599653
1fui	12	0.829570970	11.305268381
1fui	11	0.834211791	10.809088574
1k7j	28	0.196256567	78.937139740
1k7j	22	0.931187537	0.062080683
1k7j	20	0.910448060	2.287905404
1k7j	26	0.194772612	79.096402392
1k7j	24	0.701368881	24.726927937
1k7j	25	0.198977537	78.645116829
1fui	15	0.648932164	30.618517026
1u60	48	0.870603881	6.139838787
1u60	45	0.901230448	2.837976028
1u60	44	0.422103955	54.492799574
1u60	46	0.905866791	2.338129958
1u60	41	0.921457164	0.657325440
1u60	43	0.865893433	6.647674091
1gt7	1	0.873674776	4.981358351
1gqt	26	0.200552164	65.379849200
1gqt	27	0.193669552	66.567954371
1gqt	24	0.227602164	60.710365413
1gqt	25	0.239486418	58.658855982
1gqt	22	0.187087313	67.704207879
1gqt	23	0.189888358	67.220679851
1gqt	20	0.209835000	63.777407375
1gqt	21	0.160198284	72.345904328
1gqt	28	0.238826567	58.772762169
1gqt	29	0.171522090	70.391141726
2ww4	13	0.915227687	1.149204073
3m7m	42	0.820015000	1.178935903
3pco	28	0.756374030	17.704208633
3pco	29	0.794593881	13.545772808
3pco	22	0.868339478	5.522027906
3pco	23	0.925511567	0.698469055
3pco	20	0.818529925	10.941458448
3pco	21	0.840690821	8.530285719
3pco	26	0.869447015	5.401524483
3pco	27	0.916941343	0.233997329
3pco	24	0.721804254	21.465505255
3pco	25	0.857655149	6.684515277
1pmo	6	0.849707463	5.592545524
1pmo	3	0.816125522	9.323694936
1glf	28	0.436966567	53.356756669
2hg2	20	0.865656791	5.824556082
2hg2	21	0.659165896	28.288853656
2hg2	23	0.678340821	26.202799312
2hg2	24	0.775686940	15.612442830
2hg2	25	0.852792015	7.224124612
2hg2	26	0.863856418	6.020420010
2hg2	28	0.862070000	6.214765739
2jo6	39	0.754224701	12.440249190
2jo6	38	0.719316791	16.492792065
2jo6	36	0.750586119	12.862660894
2jo6	31	0.761440896	11.602503954
2jo6	33	0.719377836	16.485705231
2jo6	32	0.727704179	15.519080111
4a2c	18	0.853314254	6.996837803
1pmo	31	0.832435448	7.511567110
1xvi	50	0.780214552	14.108270578
2r5n	21	0.830053582	13.407121071
2r5n	22	0.902152164	5.885650260
1ger	30	0.876715149	1.703095759
2r5n	28	0.911507761	4.909655340
2r5n	29	0.856960448	10.600142086
2h1f	45	0.789143284	17.087822115
1a69	50	0.880732985	5.525294709
1yqq	29	0.806815970	6.078582966
1yqq	27	0.808382910	5.896175504
1yqq	24	0.805696493	6.208901313
1yqq	23	0.824328433	4.039957837
1yqq	21	0.646144627	24.782328053
1yqq	20	0.827811119	3.634538423
1dfu	35	0.787003060	14.421328691
1gqt	40	0.192749104	66.726845902
1gqt	41	0.157136642	72.874417700
1gqt	42	0.178824627	69.130547286
1gqt	43	0.173162836	70.107909264
1gqt	44	0.181665448	68.640152938
1gqt	45	0.172482687	70.225319464
1gqt	46	0.198431194	65.745979911
1gqt	47	0.156316716	73.015956636
1gqt	48	0.173242239	70.094202389
1gqt	49	0.264215075	54.390092151
1svt	23	0.861448134	1.900191839
2v81	37	0.172268657	81.318959770
2v81	36	0.178238806	80.671548914
2v81	35	0.176328358	80.878720388
2v81	34	0.172000000	81.348093258
2v81	33	0.180477612	80.428769843
2v81	32	0.181940299	80.270154184
2v81	31	0.171104478	81.445204886
2v81	30	0.175582090	80.959646745
2v81	39	0.177522388	80.749238217
2v81	38	0.184119403	80.033849222
1glf	43	0.438882537	53.152239737
1glf	40	0.538784254	42.488403146
1glf	47	0.589845597	37.037948034
1glf	46	0.564701567	39.721904178
1glf	45	0.563034328	39.899870712
1glf	48	0.300522985	67.921191751
1naq	7	0.647975373	22.977317912
1u0b	4	0.933135299	1.151187529
1u0b	5	0.934278955	1.030037779
1u0b	6	0.897546269	4.921201742
1u0b	7	0.913791866	3.200274482
1u0b	1	0.937359030	0.703759564
1u0b	2	0.915305597	3.039922016
1u0b	3	0.886704030	6.069740900
1u0b	8	0.928858060	1.604283642
1u0b	9	0.866727836	8.185857460
1pf5	38	0.870020373	5.660455868
1ger	13	0.878648507	1.486328515
1fjj	3	0.823786418	9.716710718
2kx9	34	0.791009104	2.312617500
2kx9	37	0.793209552	2.040868438
2kx9	30	0.788784030	2.587407910
2kx9	31	0.772734552	4.569472907
2kx9	38	0.749760896	7.406654399
1svt	40	0.826699030	5.857342998
1svt	45	0.867261418	1.238187963
1svt	48	0.792674478	9.731983750
2v81	11	0.174955224	81.027624885
2v81	10	0.175731343	80.943461473
2v81	13	0.174059701	81.124736513
2v81	12	0.176776119	80.830164574
2v81	15	0.173880597	81.144158839
2v81	16	0.179731343	80.509696200
2v81	19	0.178865672	80.603570774
2v81	18	0.176746269	80.833401628
1pf5	16	0.664590896	27.935937992
1pf5	19	0.826536940	10.375526179
2yva	32	0.648818507	24.812538924
4kn7	18	0.806720896	8.436239114
4kn7	19	0.811072388	7.942339645
4kn7	14	0.773182090	12.242932640
4kn7	15	0.787835597	10.579742482
4kn7	16	0.785257836	10.872321379
4kn7	17	0.812105448	7.825086166
4kn7	10	0.780535896	11.408267101
4kn7	11	0.814825299	7.516379940
4kn7	12	0.765610970	13.102263507
4kn7	13	0.779111194	11.569972379
1duv	5	0.940957612	2.882612215
1duv	1	0.702108881	27.534482362
1uuf	28	0.493748731	42.669764701
2kx9	18	0.785052910	3.048190581
2kx9	19	0.788688433	2.599213870
2kx9	17	0.791881493	2.204880047
2kx9	14	0.789214701	2.534221183
2kx9	12	0.795385746	1.772114643
2kx9	10	0.754843582	6.778957013
2kx9	11	0.786105224	2.918232855
4hr7	48	0.941932313	0.253783576
4hr7	49	0.937496045	0.723563631
4hr7	44	0.942501269	0.193533885
4hr7	45	0.938664851	0.599792558
4hr7	42	0.886560746	6.117372970
4hr7	43	0.937600970	0.712452526
4hr7	40	0.940373060	0.418901237
4hr7	41	0.804171642	14.841992912
3bmb	18	0.877323881	2.549908609
1a6j	19	0.735813284	18.759400898
