1a82	728.869525309
1eix	970.037732029
1dxe	847.209052221
1ake	843.148339811
1ag9	73.105838343
1a69	568.504626653
1b9l	199.135180049
1dfu	524.302240827
1a6j	7.514779287
1h16	2375.833074874
1ah9	1363.922551562
1gt7	1548.619118410
1eum	722.671667875
1i6o	353.903575491
1fjj	424.894523072
1l6w	499.944037818
1gqt	961.925887716
1ko5	274.726043671
1m3u	97.917161971
1mzg	1778.555719649
1jx7	983.520301206
1em8	627.527018882
1fm0	163.599724152
1h75	58.792385303
1dcj	238.277266127
1jw2	814.011816622
1jns	874.546029661
1k7j	817.230975043
1pmo	2387.446358307
1p91	1669.055373978
1qtw	1686.442345702
1oro	199.857647337
1rqj	560.106198178
1sv6	1015.358127148
1q5x	435.291339041
1zyl	2445.053162365
1w8g	449.232954359
1zzm	413.482476818
1yqq	774.481436027
1u60	919.780213465
2gqr	1083.411307982
1psu	396.187794187
1pf5	125.843020766
1naq	1082.435543353
2fek	770.333378063
2d1p	869.167141694
2ho9	888.551876569
2hna	71.352495288
1woc	588.184222442
2a6q	989.769624777
1t8k	231.632623006
2hgk	592.840819049
2hd3	287.462977392
2axd	1167.248581732
1sg5	1448.808588700
2jo6	252.772414090
1xn7	661.674526173
2jee	635.690129782
3hwo	898.851993436
1fui	455.678437806
1d2f	1384.302856399
1glf	1632.173245779
2pth	929.381290218
3asv	1446.859770634
1cli	535.114426931
2oq3	367.246182975
1ng9	3772.532291596
1ksf	2965.988494182
1duv	437.835605363
1fts	924.394100301
1ger	780.376657685
2kc5	1265.088031823
1gqe	1006.086979253
1gyt	945.213655657
2yva	239.940038724
1ef9	384.069645316
1p7l	1600.137367051
4a2c	976.922680865
2uyj	312.659097976
3bmb	659.401108659
1t4b	1130.903309612
1gz0	1366.688874215
1qf6	667.715522855
1svt	131.836932891
1u0b	1314.151202446
2o1c	1065.153458573
1uuf	1008.602277146
3n1s	929.094030953
3iv5	911.696393965
2hg2	753.464974930
1xvi	1565.592750554
2h1f	1419.771593305
2hnh	3293.251184281
1w78	1376.506132648
2fym	623.842121631
2id0	1332.594494004
1xru	710.641848536
2qcu	3089.714313232
2ptq	1470.241990452
2r5n	1872.919939382
2qvr	1475.624908950
2wiu	2109.746400648
3pco	1661.846302852
3brq	1679.550406687
4g36	2369.681039787
3m7m	2222.750441528
2kx9	2868.988914441
2ww4	1456.672780803
4im7	686.405799968
4kn7	5123.936098996
4hr7	1872.226937106
3qou	1563.779278488
4e8b	2690.913314572
3ofo	1416.606559684
3nxc	771.846089566
4iwx	199.385788401
4dzd	909.046994884
4fzw	1770.696667629
4dcm	1427.755865462
3gn5	258.860018170
