1a82	1876.840582279
1dxe	1544.467133465
1ag9	267.764068929
1eix	705.190777187
1a69	991.130568186
1ake	723.142102536
1b9l	708.796083290
1dfu	417.525064877
1a6j	644.048883198
1h16	1038.280619072
1gt7	1682.553368611
1ah9	1008.414467989
1gqt	3808.267525048
1eum	1210.554199835
1i6o	2202.510927688
1fjj	819.438255834
1l6w	2184.461428677
1ko5	899.134511689
1m3u	1664.987049593
1jx7	1260.813275129
1em8	622.764143777
1fm0	902.280701590
1h75	328.468664667
1dcj	540.175493425
1mzg	1182.713152075
1jw2	244.783161892
1jns	2434.311397669
1k7j	1339.295889731
1pmo	2472.472583591
1p91	854.652360868
1oro	1235.025850812
1qtw	744.949371966
1rqj	909.152746281
1u60	2225.768728548
1sv6	1275.807312607
1zyl	1334.836290263
1q5x	916.920979095
1yqq	2673.691364951
1zzm	1579.533889043
2gqr	343.390618747
1pf5	1924.363708690
1psu	1342.432924425
1naq	1433.824364692
1w8g	680.527134712
2fek	1234.535054426
2ho9	1951.977370579
2hna	1465.812758389
2d1p	1256.489814952
1woc	927.990183306
2a6q	311.589294022
1t8k	345.403844359
2hgk	756.847338938
2hd3	1874.048873449
2axd	362.158315173
1sg5	1760.253706335
2jo6	115.494850958
1xn7	1236.533381000
2jee	970.592777340
3hwo	878.381100659
1d2f	2340.104434883
1glf	2739.978145353
2pth	1572.727376494
1cli	821.193905957
3asv	882.250183674
2o1c	2380.674523082
1fui	1627.918744090
2oq3	381.672403803
1duv	846.236472847
1ger	2168.759824970
1ksf	4259.396500627
1fts	3238.449299794
1ng9	4138.841482289
1gyt	1580.924048675
2kc5	1518.878720525
1gqe	381.221483172
1p7l	3186.307239025
1ef9	2963.673281458
1u0b	1587.582134020
2yva	1047.085392113
1qf6	1304.380274280
4a2c	1621.017905005
1t4b	1890.544432268
2uyj	876.392381200
1gz0	1448.327185915
3bmb	188.443908445
2v81	514.052811095
1svt	1398.034266690
1uuf	975.751442629
3n1s	1319.184483096
3iv5	1583.903969074
1w78	1642.574599025
2hg2	1971.678662413
2h1f	1748.298616641
2hnh	6278.460041721
2fym	599.508042970
2id0	2572.585263392
1xru	1556.959699647
1xvi	1160.221633853
2kx9	4309.031426913
2ptq	2303.383519793
2qcu	1482.130616699
2kfw	721.122061493
2wiu	1106.693263255
2qvr	2329.631868779
2r5n	2857.858063624
2ww4	933.995879703
3pco	3894.789315326
3brq	1232.976528715
3m7m	1371.768370808
4im7	1878.163055221
4kn7	9340.229926733
4g36	3900.423008812
4hr7	2587.128071643
3qou	2406.009951575
3ofo	1221.275654349
4e8b	620.532308125
3nxc	1101.253988933
4dzd	1980.433412500
4fzw	2771.790131035
4iwx	1943.979134047
4dcm	1941.349021695
3gn5	1076.712260576
2jrx	1979.388936659
