1h16	0.433269396
1a69	0.402542613
1dxe	0.278173625
1ake	0.255291760
1a82	0.280369060
1eix	0.440850012
1ag9	0.457074328
1fjj	0.391297631
1gqt	0.177714124
1gt7	0.395779353
1em8	0.391827566
1i6o	0.325128089
1eum	0.456405821
1jx7	0.497397017
1ksf	0.321798109
1m3u	0.490914004
1fui	0.349119513
1pmo	0.234687846
1b9l	0.330503222
1fts	0.357242088
2kx9	0.147619787
1ng9	0.181702926
1cli	0.322299712
1uuf	0.526726620
2ptq	0.241884146
1zzm	0.408744438
1qtw	0.446568183
1l6w	0.395326868
2h1f	0.331460300
2qcu	0.405007394
1oro	0.347134125
1ger	0.329216926
1w78	0.515581591
3asv	0.581658233
1d2f	0.336668337
2hg2	0.504563687
1sv6	0.396102315
2pth	0.354837710
1yqq	0.247917793
1dfu	0.524100939
1glf	0.396686682
1p91	0.428795903
2gqr	0.484046694
1p7l	0.320795762
2qvr	0.464043399
1xru	0.456696148
1zyl	0.414241446
1duv	0.408359231
3hwo	0.489707612
4a2c	0.331993215
1rqj	0.335928544
2fek	0.831565619
3m7m	0.181905886
2r5n	0.371901303
1ko5	0.330627015
4kn7	0.154977013
1ef9	0.305343491
1fm0	0.476686684
2hnh	0.230467212
1u60	0.357324145
1mzg	0.474759549
1qf6	0.269265287
1q5x	0.312795610
3bmb	0.375882123
2wiu	0.423862548
1pf5	0.720861320
2v81	0.558633597
2fym	0.433836106
1a6j	0.374712987
3pco	0.182604847
1gqe	0.226932574
1xvi	0.555379085
4dzd	0.352043219
1psu	0.357670732
2uyj	0.386640864
3nxc	0.422996140
1w8g	0.533938768
2o1c	0.436518217
3ofo	0.278194051
2yva	0.324693719
1svt	0.313453354
2d1p	0.397745223
2id0	0.269788370
1k7j	0.455806894
1gyt	0.254928933
2a6q	0.464675014
2ww4	0.415609523
1naq	0.442074743
3n1s	0.267273129
4fzw	0.137215221
3qou	0.267784048
1t4b	0.230723873
4dcm	0.400392126
1u0b	0.343397431
1gz0	0.377825260
3brq	0.476358917
4hr7	0.391864792
2kfw	0.125539195
1jw2	0.387217301
1t8k	0.566143007
2hd3	0.352787564
1woc	0.402382743
3iv5	0.173885949
4im7	0.653455700
2axd	0.109798415
3gn5	0.323460047
4iwx	0.282901566
2jrx	0.103914363
1xn7	0.144607916
2jee	0.201688267
