# pdbid	traj	first100	first200	first300	first400	first500	last100	last200	last300	last400	last500
2a6q	1	9.607650790	4.789603216	3.326901319	2.405031853	1.886246284	0.428386785	-0.205139740	-0.209427318	-0.233665610	-0.090168224
2a6q	2	1.049086659	0.426720371	0.405846726	0.480181494	0.400462978	0.846010651	0.422575239	0.070372305	0.094752566	0.233059353
2a6q	3	0.444133432	0.372518562	0.288080654	0.321687920	0.363108308	-0.758025887	-0.543053528	-0.417365198	-0.191694480	-0.240120580
2a6q	4	1.618458907	0.801248344	0.604874287	0.230898167	0.229139265	-0.449717565	0.066679400	-0.208403505	-0.040932813	0.027373036
2a6q	5	0.911480721	0.275964556	0.001975590	0.196163975	0.030220397	-0.501444630	-0.235363189	-0.133257747	0.004843013	-0.072928113
2a6q	6	1.924471245	1.062222082	0.630292123	0.502552090	0.523959298	-1.248554735	-0.662693086	-0.304722835	-0.076148484	-0.322359406
2a6q	7	1.548072219	0.371350167	0.176337841	0.099323554	-0.067198080	-0.572293570	0.100207328	-0.022046867	-0.105221076	-0.178002696
2a6q	8	2.746135117	1.191332693	0.801016042	0.309955261	0.255772102	-0.136712735	0.043524489	0.007709093	0.046464286	-0.002102840
2a6q	9	0.460662585	0.107206843	0.068303018	0.003129614	-0.004851731	0.290838760	-0.312428416	-0.259776702	-0.361961230	-0.500766803
2a6q	10	0.231433223	0.441495898	0.439027943	0.280401328	0.130929320	0.470874319	0.277519427	0.329116360	0.362875094	0.366212388
2a6q	11	1.859943618	1.188266343	0.969897568	0.811885145	0.574793421	0.595369416	0.648751319	0.543225115	0.330858135	0.235343577
2a6q	12	10.437950466	10.395885475	10.889464987	10.944460370	11.028351017	-0.490525497	-0.172815113	-0.083189961	-0.033035729	-0.083307607
2a6q	13	1.629708382	0.872575429	0.541554705	0.418985200	0.412690938	0.475162350	0.124061899	-0.050272294	0.064170469	0.201859353
2a6q	14	0.946302447	0.356331199	0.372923622	0.379769522	0.231215801	0.216609042	-0.096261257	0.118873560	-0.184011286	-0.120833655
2a6q	15	0.771594573	0.539827176	0.497401002	0.340301295	0.401291946	0.420716739	0.076374614	0.018147445	-0.093681184	-0.047516757
2a6q	16	0.015195758	-0.047788316	-0.058431296	-0.266037458	-0.245261866	-0.313937106	-0.077795527	0.020463747	0.084727630	0.049404350
2a6q	17	1.776953028	0.860875657	0.787642556	0.553669166	0.459793692	-0.196785144	-0.113207403	0.009011912	0.124666566	0.034044303
2a6q	18	1.870297574	1.345234709	1.019366498	0.893220787	0.844786139	0.197943448	-0.031186701	-0.042461684	0.021342032	0.158483990
2a6q	19	12.240217553	12.349523525	11.899238726	11.725447512	11.379254905	-0.520311211	-0.238222662	-0.270229962	-0.307356188	-0.149880144
2a6q	20	5.346637864	2.961974315	1.869355404	1.123526141	0.939579888	-0.028354497	-0.582297066	-0.202106398	-0.527158265	-0.504317577
2a6q	21	3.773583991	1.879430165	1.426845093	1.012387520	0.880345993	-0.509335526	-0.130252588	0.031792472	-0.044051985	-0.133874848
2a6q	22	0.669094382	0.059864946	0.159432309	0.092657163	0.115533654	0.346018844	0.240888933	-0.022655078	-0.080301331	0.090090201
2a6q	23	0.235661774	0.374388831	0.294254425	0.168230982	0.084935706	0.144264988	0.133875450	0.153377495	0.079855706	0.106374499
2a6q	24	1.212921358	0.532819391	0.470527563	0.418448578	0.306728681	-0.161180542	-0.025884210	-0.398150384	-0.198903871	-0.168283352
2a6q	25	1.016495363	-0.349326947	-0.029553432	0.028107260	0.154689627	-0.061765812	-0.129872398	-0.102984464	-0.233125982	-0.122092460
2a6q	26	2.782285410	1.515374623	0.958840736	0.586906954	0.560974201	-0.198818760	0.375172430	0.124245363	0.137457869	0.086052865
2a6q	27	0.500932524	0.409169208	-0.068252319	0.105287456	0.192082747	-0.215652883	-0.048696519	0.074801480	0.223853513	0.112937441
2a6q	28	0.168065840	-0.037463110	0.010448455	0.095873223	-0.078060124	0.114185899	-0.261202898	0.048085196	0.226115757	0.192288461
2a6q	29	0.668394146	0.294510322	-0.307824442	-0.327504864	-0.187977669	0.059850033	-0.259838317	-0.020441090	-0.087315944	-0.224063392
2a6q	30	3.874077314	1.803027276	1.112647935	0.947741468	0.872590109	0.177318019	0.431139146	-0.014533770	0.040172002	-0.011236535
2a6q	31	3.668796649	1.378699962	0.947471389	0.485062801	0.442108977	-0.124768389	0.024966576	0.095622563	0.224193764	0.212372461
2a6q	32	2.367872630	1.093465378	0.802518963	0.507299675	0.442947343	0.240769273	-0.154030179	0.082681604	-0.025424847	0.025989290
2a6q	33	1.292824239	0.538173691	0.300227622	0.300831098	0.188302382	0.700815104	0.157462981	0.113622798	0.065372598	-0.162148856
2a6q	34	0.906200819	-0.027931515	0.098399189	0.198999939	0.247212084	-0.229574878	0.027133267	0.174948042	0.281596173	0.169967876
2a6q	35	2.666139606	1.293169968	0.791389328	0.578807246	0.344306420	0.108740926	0.063179997	0.162336607	0.184000288	0.223200551
2a6q	36	2.509434790	0.684043785	0.642204958	0.556339399	0.241933955	0.226525181	-0.090012395	-0.263179092	-0.198584689	-0.545868256
2a6q	37	3.544802488	2.000168193	0.932595530	0.800144683	0.792383607	0.096765495	0.274961311	0.133355621	0.293184516	0.303930894
2a6q	38	1.033038747	0.620728824	0.471457811	0.033807721	0.101347362	0.360764739	0.678449588	0.522834520	0.484134326	0.241010834
