# protid, traj, prob(G0|protid traj), prob(G1|protid traj), prob(G2|protid traj), prob(G3|protid traj), prob(G4|protid traj), prob(G5|protid traj)
1a69, 1, 0.30243540557473697, 0.0, -0.5025464794037019, 0.0, 0.22129913960236033, -0.021188065773395392
1a69, 10, 0.00034373464086490113, 0.0, -0.0005575428114559244, 0.0, 0.0, 0.0002138081705910927
1a69, 11, 0.010147929320115157, 0.0, -0.01094768890356268, 0.0, 0.0, 0.0007997595834475964
1a69, 12, -0.00290356031775979, 0.0, 0.003052970114032272, 0.0, 0.0, -0.00014940979627237755
1a69, 13, -0.0006941830974149799, 0.0, -0.0026062655972969306, 0.0, 0.0, 0.00330044869471198
1a69, 14, 0.35468992649832237, 0.0, -0.33350186072492694, 0.0, 0.0, -0.021188065773395392
1a69, 15, 0.30879529766698816, 0.00013497413428368966, -0.508341854575996, 0.0, 0.2205996485481196, -0.021188065773395392
1a69, 16, 0.0034474140105953954, 0.0, -0.0035558369137010937, 0.0, 0.0, 0.00010842290310575028
1a69, 17, -0.1321029433848485, 5.7754727224423316e-06, 0.1480411044535438, 0.0, 0.005244129231977638, -0.021188065773395392
1a69, 18, 1.0742239335892467e-05, 0.0, 0.0012222352417251559, 0.0, 0.0, -0.0012329774810610032
1a69, 19, 0.001517627577173275, 0.0, -0.0029175771740135303, 0.0, 0.0, 0.001399949596840356
1a69, 2, -0.010398406398363369, 0.0, 0.01167496774698007, 0.0, 0.0, -0.001276561348616631
1a69, 20, -0.003238198074897336, 0.0, 0.0032241230496101725, 0.0, 0.0, 1.4075025287194759e-05
1a69, 21, 0.3542165254799117, 0.0, -0.3330313780597479, 0.0, 2.9183532316384512e-06, -0.021188065773395392
1a69, 22, -0.0063724458865730416, 0.0, 0.006445992232565589, 0.0, 0.0, -7.354634599253049e-05
1a69, 23, -9.544669324829114e-05, 0.0, -4.050030134816751e-06, 0.0, 0.0, 9.949672338312524e-05
1a69, 24, -0.001975081132348566, 0.0, 0.0011081391216235525, 0.0, 0.0, 0.0008669420107250032
1a69, 25, 0.34485084267630356, 0.0, -0.3236627769029081, 0.0, 0.0, -0.021188065773395392
1a69, 26, -0.002087145543966218, 0.0, 0.0028722790366418893, 0.0, 0.0, -0.0007851334926756506
1a69, 27, -0.14115692191196647, 0.0, 0.15900961672920244, 0.0, 0.003335370956159457, -0.021188065773395392
1a69, 28, -0.00041760494989911967, 0.0, 0.0008332441961365067, 0.0, 0.0, -0.0004156392462373662
1a69, 29, 0.0020553065464163356, 0.0, -0.0009566411737813585, 0.0, 0.0, -0.0010986653726349736
1a69, 3, -0.004731005854534842, 0.0, 0.0050356197161730565, 0.0, 0.0, -0.00030461386163821436
1a69, 30, 0.00527009389950589, 0.0, -0.004705309519327683, 0.0, 0.0, -0.0005647843801781585
1a69, 31, -0.13837960562912544, 0.0, 0.15582661358617278, 0.0, 0.0037410578163480706, -0.021188065773395392
1a69, 32, 0.35663888775388214, 0.0, -0.3355264016181695, 0.0, 7.557963768284459e-05, -0.021188065773395392
1a69, 33, -0.0018514498653349754, 0.0, 0.0009814626155720818, 0.0, 0.0, 0.0008699872497629456
1a69, 34, -0.004093726653707275, 0.0, 0.0054506117091123185, 0.0, 0.0, -0.00135688505540495
1a69, 35, -0.0027848042265096185, 0.0, 0.002831982185492188, 0.0, 0.0, -4.717795898255203e-05
1a69, 36, -0.10965022627262033, 0.0, 0.12507090622240635, 0.0, 0.005767385823609469, -0.021188065773395392
1a69, 37, 0.34809443835275017, 0.0, -0.32690637257935473, 0.0, 0.0, -0.021188065773395392
1a69, 38, -0.0033259577518359174, 0.0, 0.002912282953329126, 0.0, 0.0, 0.0004136747985068051
